"publisher","journal_name","issn","type_colection","type","SJR_2015","JCR_2014"
"Academic and Scientific Publishing","International Journal of Marine Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Engineering Studies Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Transportation Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","Open Journal of Industrial & Production Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Ocean Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","World Journal of Computational Science and Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Genetics Engineering Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Coal Science and Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","Open Radio Engineering Journal",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","American Open Journal of Earthquake Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","Journal of Wireless and Mobile Communications Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Food Bioprocess Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Stored Product Protection Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Fish Process Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Thermal Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Air Conditioning Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","World Research Journal of Farm Structures Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Carbon Nanotechnology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Science and Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Applied Chemical Science Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Fuel Processing Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","American Journal of Chemical Engineering and Processing Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Research Journal of Food Science and Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Bioresource Technology"," 2327-7734","manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Metal and Steel Research Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Colloid and Interface Science",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","American Journal of Engineering Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Sensor Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","Open Research Journal of Smart House",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Composting Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Baking Process Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Globalization and Technology Development",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Industrial Engineering and Management",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Applied Science, Engineering and Technology ",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Molecular Nanotechnology ",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Alternative Energy and Petroleum Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Energy Science and Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Pyrolysis Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Separation and Purification Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal Surface and Coatings Technology Science",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Industrial Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal Thermal and Catalytic Process",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","American Journal of Polymer Degradation and Stability",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","World Journal of Pharmaceutical, Biological and Chemical Sciences",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Grain Handling Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","American Open Journal of Heat and Mass Transfer",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","American Journal of Technology Education",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Industrial and Processing Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Advanced Science and Technology",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Energy Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Energy and Power",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Fuels",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Alternative Energy",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International journal of Energy and Combustion Science",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Waste to Energy",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Renewable Energy and Smart Grid",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Renewable & Sustainable Energy",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Fuel and Energy Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Renewable Energy",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Energy Conversion and Management",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Energy",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Energy Management and Policy",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Energy Economics",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","Journal of Recycling of Organic Waste in Agriculture Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Environmental Protection Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Worldwide Waste Management ",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Applied Environmental Sciences Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Environmental Science and Development Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Computational Intelligence in Bioinformatics Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Environmental Engineering and Management Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Environmental Protection and Waste Management",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Rivers and Lakes Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Environmental Science & Technology Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","American Journal of Science and Environment",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Journal of Cleaner Production Research",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","Journal of Web and Grid Services",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","World Open Journal of Environment and Energy",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","World Research Journal of Environmental Control Engineering",NA,"manual","publisher",NA,NA
"Academic and Scientific Publishing","International Open Journal of Geography & Natural Disasters",NA,"manual","publisher",NA,NA
